time_s,section,target_x_m,target_y_m,target_z_m,actual_x_m,actual_y_m,actual_z_m,error_x_m,error_y_m,error_z_m,position_error_m,tool_x_world_z_angle_deg,q_0_rad,q_1_rad,q_2_rad,q_3_rad,q_4_rad,q_5_rad,qvel_0_rad_s,qvel_1_rad_s,qvel_2_rad_s,qvel_3_rad_s,qvel_4_rad_s,qvel_5_rad_s,tau_0_Nm,tau_1_Nm,tau_2_Nm,tau_3_Nm,tau_4_Nm,tau_5_Nm
0.21999999999999997,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-2.9815277119816673e-16,-1.9284401232820106e-17,2.974652661291469e-17,-8.040356896180304e-16,-1.3423270908267408e-16,-1.0425549242638813e-16,6.106654920128565e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.23999999999999996,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.924651997146619e-16,-3.832041064675025e-17,5.910990449531939e-17,-1.5977150355267319e-15,-2.6673644009851623e-16,-2.0716812690866238e-16,6.060817262277073e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.25999999999999995,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.180831229553284e-16,-3.350940786118834e-17,5.1688848447596525e-17,-1.3971271149715188e-15,-2.332485485371646e-16,-1.8115884311405456e-16,1.2043568454181436e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.27999999999999997,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,1.88637791235626e-17,1.2201016409274772e-18,-1.8820281477333974e-18,5.087040310064984e-17,8.492747409715623e-18,6.596123771203355e-18,1.0531537648580291e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.3,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-6.585517260568563e-16,-4.2594860570340326e-17,6.570331835725759e-17,-1.7759321474069091e-15,-2.9648955434637963e-16,-2.3027669410012997e-16,-3.8346086029781907e-16,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.32,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.384829903286934e-17,-3.48288630718316e-18,5.3724131216491515e-18,-1.4521399238937874e-16,-2.4243286519285485e-17,-1.8829209299092127e-17,1.3386968208773938e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.34,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-4.809731461703325e-16,-3.110914949972296e-17,4.798640789135607e-17,-1.2970517554297406e-15,-2.1654109786405294e-16,-1.6818254613682433e-16,1.094622394456254e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.36000000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-2.1947612353561268e-16,-1.419562732982889e-17,2.1897003752187095e-17,-5.918664972741846e-16,-9.881133931023839e-17,-7.674452007636311e-17,9.777170057102462e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.38000000000000006,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.7729851646442285e-16,-3.7339435678806424e-17,5.759673342828487e-17,-1.5568146790506995e-15,-2.599081789614629e-16,-2.0186477177171956e-16,4.461486884179151e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.4000000000000001,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-2.894950877112203e-16,-1.87244257496546e-17,2.888275462375622e-17,-7.806883080560723e-16,-1.3033489420018374e-16,-1.0122814825120259e-16,1.1735261758640272e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.4200000000000001,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.466407582046526e-16,-3.535650421449587e-17,5.453802691919542e-17,-1.4741391711039334e-15,-2.4610561080463316e-16,-1.9114463098209163e-16,5.884824809420907e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.4400000000000001,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-3.419456326015678e-16,-2.2116905881503428e-17,3.411571463674668e-17,-9.221329435101448e-16,-1.5394889149828225e-16,-1.195686029234841e-16,1.1112054166985839e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.46000000000000013,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-4.355649039111264e-16,-2.8172162667487794e-17,4.34560542696817e-17,-1.1745982654537474e-15,-1.9609764751932004e-16,-1.5230458317868947e-16,6.951033808954214e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.48000000000000015,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,2.7907886962098754e-17,1.8050708956157557e-18,-2.78435346716139e-18,7.525986442854126e-17,1.2564536149167353e-17,9.758589484582781e-18,8.85411622322978e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.5000000000000001,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-6.444438458797268e-16,-4.1682368558990606e-17,6.429578345005214e-17,-1.7378870904326382e-15,-2.901379817348691e-16,-2.253435721001307e-16,-5.673085055482719e-16,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.5200000000000001,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,4.583677844366673e-17,2.96470438015724e-18,-4.573108424740052e-18,1.2360913372608648e-16,2.0636383560642702e-17,1.602780979925091e-17,1.310018474750322e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.5400000000000001,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-3.4404081547662687e-16,-2.2252421466538648e-17,3.432474979983262e-17,-9.277830731435396e-16,-1.5489217326692896e-16,-1.203012284210935e-16,-9.317650710475598e-16,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.5600000000000002,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-1.0327898810104237e-15,-6.680043379963699e-17,1.0304083895502948e-16,-2.785149106183681e-15,-4.649770085452596e-16,-3.6113706803741127e-16,6.993624459665756e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.5800000000000002,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-3.692588366177068e-16,-2.388351292353901e-17,3.6840736936170975e-17,-9.957891122539209e-16,-1.6624569274577832e-16,-1.2911924879875772e-16,2.0994440916910246e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.6000000000000002,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-8.53010871846338e-16,-5.5172399849032814e-17,8.510439295436906e-17,-2.3003347640891575e-15,-3.840378868348843e-16,-2.982734929211736e-16,7.506253663942834e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.6200000000000002,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.944831274108932e-17,-3.8450929397924625e-18,5.931123195462042e-18,-1.603156829276271e-16,-2.676449404633653e-17,-2.078737384808994e-17,1.7339912677048523e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.6400000000000002,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-1.4094793088808573e-16,-9.116455437455399e-18,1.406229216098815e-17,-3.8009764711026375e-16,-6.345680614228433e-17,-4.9285458197037625e-17,1.208458866998114e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.6600000000000003,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-6.894381883000931e-16,-4.45925845162477e-17,6.878484252825357e-17,-1.859224406840895e-15,-3.103950883591285e-16,-2.410768061283981e-16,2.865174283558801e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.6800000000000003,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,4.346919522296862e-17,2.8115700504086037e-18,-4.336896039392496e-18,1.1722441558333183e-16,1.9570463199023065e-17,1.5199933695525055e-17,1.4014824870250574e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.7000000000000003,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-2.138237383382093e-16,-1.383003333038028e-17,2.1333068605698604e-17,-5.766235752918542e-16,-9.626655337792534e-17,-7.476804271621372e-17,-8.8363709559316e-16,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.7200000000000003,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-7.296118086725991e-16,-4.7190998111818296e-17,7.279294100322542e-17,-1.967561567119016e-15,-3.284818358831886e-16,-2.551243716018139e-16,4.346585809673758e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.7400000000000003,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,3.500010027164076e-17,2.263792397818274e-18,-3.491939417508107e-18,9.438560522357259e-17,1.5757553615032634e-17,1.2238533534767186e-17,1.4831469876981085e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.7600000000000003,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-3.35853228484851e-16,-2.1722851635463677e-17,3.3507879061493704e-17,-9.057034120128167e-16,-1.512060026560061e-16,-1.174382635384235e-16,-7.114782500771647e-16,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.7800000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.72060478070395e-16,-3.700064146382291e-17,5.707413741865708e-17,-1.5426891359760246e-15,-2.575499379795582e-16,-2.000331796321496e-16,6.827188077482465e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.8000000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-3.469514711616886e-16,-2.2440681504692524e-17,3.461514420552236e-17,-9.356323077542922e-16,-1.562025927416298e-16,-1.213190014255539e-16,1.1628783481106933e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.8200000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-4.949893916593092e-16,-3.201571461632817e-17,4.9384800459618836e-17,-1.3348496989547799e-15,-2.2285141520772463e-16,-1.7308362610851605e-16,7.052791953396131e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.8400000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-8.746647599521387e-17,-5.6572964615909705e-18,8.726478863412457e-18,-2.358729320631362e-16,-3.9378678184250334e-17,-3.058452379643294e-17,1.0062090778350602e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.8600000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-5.760653403959727e-16,-3.7259674347060196e-17,5.747370017727279e-17,-1.5534891437332255e-15,-2.5935298518017644e-16,-2.014335653879992e-16,1.7780090570750734e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.8800000000000004,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-3.5417898073427267e-16,-2.2908153914732296e-17,3.533622858445194e-17,-9.551229052089394e-16,-1.5945652255067139e-16,-1.2384625470741653e-16,1.1710193888994013e-14,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
0.9000000000000005,start_hold,0.4,-0.25,0.45,0.39999999610367454,-0.24999999904740577,0.450000000540846,-3.896325484475938e-09,9.525942257226916e-10,5.408459791134135e-10,4.047382167893219e-09,8.537736462515939e-07,-0.8642435983452302,0.22235846545888183,-2.403150631607458,1.2223766980551147,-1.7621350728461056,0.48230922692753614,-6.552573005726724e-16,-4.23817784560496e-17,6.537463546443741e-17,-1.767047991625203e-15,-2.950063561328116e-16,-2.2912472777851977e-16,7.199711985716356e-15,-23.57581864983056,10.542860531464793,0.4793398288560665,-0.07845407070497257,-0.0004913447836627505
